0,1
"What is ninety-five million, four hundred and forty-five thousand, six hundred and eighty-four plus sixty-six million, two hundred and four thousand, nine hundred and eighty-nine?","one hundred and sixty-one million, six hundred and fifty thousand, six hundred and seventy-three"
"What is two hundred and five trillion, four hundred and fifty-three billion, two hundred and twenty-four million, two hundred and seventy-four thousand, four hundred and sixty-four plus seven hundred and forty-eight trillion, six hundred and forty-two billion, one hundred and fifty-six million, nine hundred and seventy-three thousand, six hundred and twenty-nine?","nine hundred and fifty-four trillion, ninety-five billion, three hundred and eighty-one million, two hundred and forty-eight thousand and ninety-three"
"What is ninety-four billion, four hundred and twenty-five million, six hundred and fifteen thousand, nine hundred and twenty-eight plus thirty-three billion, ninety-three million, ninety-three thousand, two hundred and eighty-one?","one hundred and twenty-seven billion, five hundred and eighteen million, seven hundred and nine thousand, two hundred and nine"
"What is fifty-five million, six hundred and seventy-one plus fifty-five million, nine hundred and fifty-two thousand, nine hundred and eighty-four?","one hundred and ten million, nine hundred and fifty-three thousand, six hundred and fifty-five"
"What is seven million, eight hundred and forty-eight thousand, seven hundred and fifty-seven plus six million, six hundred and five thousand, nine hundred and sixty-six?","fourteen million, four hundred and fifty-four thousand, seven hundred and twenty-three"
"What is seventy-one thousand, nine hundred and four plus eighty-four thousand, three hundred and thirty-four?","one hundred and fifty-six thousand, two hundred and thirty-eight"
"What is sixteen trillion, twenty-one billion, six hundred and sixty-two million, eight hundred and sixty-two thousand, two hundred and forty-eight plus sixty-nine trillion, five hundred and ninety-one billion, eight hundred and twenty million, thirty-six thousand, one hundred and ninety-five?","eighty-five trillion, six hundred and thirteen billion, four hundred and eighty-two million, eight hundred and ninety-eight thousand, four hundred and forty-three"
"What is seventy million, seven hundred and thirty-seven thousand, three hundred and seven plus eighteen million, three hundred and seven thousand, five hundred and ninety-three?","eighty-nine million, forty-four thousand, nine hundred"
"What is two hundred and twenty-three thousand, six hundred and four plus five hundred and sixty-five thousand, three hundred and twenty-four?","seven hundred and eighty-eight thousand, nine hundred and twenty-eight"
"What is fifty-three trillion, three hundred and eighty-three billion, six hundred and twenty-four million, seven hundred and forty-three thousand, three hundred and ninety-five plus fifty-nine trillion, five hundred and ninety billion, five hundred and thirteen million, six hundred and seventy-two thousand, nine hundred and sixty-eight?","one hundred and twelve trillion, nine hundred and seventy-four billion, one hundred and thirty-eight million, four hundred and sixteen thousand, three hundred and sixty-three"
"What is seven trillion, two hundred and eighty billion, eight hundred and seventy-six million, six hundred and twenty-five thousand and thirty-seven plus four trillion, eight hundred and fourteen billion, one hundred and sixty-two million, six hundred and eighteen thousand and thirty?","twelve trillion, ninety-five billion, thirty-nine million, two hundred and forty-three thousand and sixty-seven"
"What is eighty-five billion, three hundred and seventy-four million, eight hundred and seventy-two thousand, two hundred and thirty-three plus ninety-one billion, one hundred and sixteen million, one hundred and sixty-eight thousand, five hundred and forty-four?","one hundred and seventy-six billion, four hundred and ninety-one million, forty thousand, seven hundred and seventy-seven"
"What is eighty-seven billion, seven hundred and fifty-four million, one hundred and twenty thousand, seven hundred and fifty-one plus ninety-seven billion, three hundred and forty-six million, five hundred and thirty-three thousand and thirty-five?","one hundred and eighty-five billion, one hundred million, six hundred and fifty-three thousand, seven hundred and eighty-six"
"What is two million, five hundred and thirty-seven thousand, two hundred and twenty-nine plus four million, nine hundred and seven thousand, two hundred and fifty-three?","seven million, four hundred and forty-four thousand, four hundred and eighty-two"
"What is four thousand, five hundred and five plus seven thousand and twenty?","eleven thousand, five hundred and twenty-five"
"What is two hundred and seventy-nine million, eight hundred and ninety-four thousand, four hundred and thirty-two plus two hundred and eighty-three million, four hundred and twenty-four thousand, four hundred and thirty-seven?","five hundred and sixty-three million, three hundred and eighteen thousand, eight hundred and sixty-nine"
"What is eighty-six trillion, eight hundred and thirty billion, six hundred and thirty-eight million, eight hundred and thirty-five thousand, one hundred and fifty-four plus twenty-eight trillion, sixty-seven billion, six hundred and sixty-nine million, three hundred and seventy thousand, eight hundred and fifty-three?","one hundred and fourteen trillion, eight hundred and ninety-eight billion, three hundred and eight million, two hundred and six thousand and seven"
"What is eighteen billion, nine hundred and twenty-seven million, three hundred and sixty-five thousand, two hundred and three plus fifty-five billion, seven hundred and thirty-five million, six hundred and eighty-three thousand and seventeen?","seventy-four billion, six hundred and sixty-three million, forty-eight thousand, two hundred and twenty"
"What is eight hundred and seventy-eight trillion, nine hundred and sixty-three billion, seven hundred and thirty-six million, four hundred and twenty-nine thousand and eighty-seven plus seven hundred and ninety-five trillion, nine hundred and nine billion, seventy-seven million, nine hundred and forty-two thousand and eight?","one quadrillion, six hundred and seventy-four trillion, eight hundred and seventy-two billion, eight hundred and fourteen million, three hundred and seventy-one thousand and ninety-five"
"What is nine hundred and twenty-six thousand, eight hundred and sixty-six plus six hundred and fourteen thousand, two hundred and thirty-six?","one million, five hundred and forty-one thousand, one hundred and two"
What is two hundred and forty-seven plus four hundred and eighty-five?,seven hundred and thirty-two
